label,lirik,Data Cleaning,Case Folding,Normalisasi,Tokenisasi,Stopword Removal,Stemming,Rejoin
fear,Dunia dimana arahmu ingin aku memandang,Dunia dimana arahmu ingin aku memandang,dunia dimana arahmu ingin aku memandang,dunia dimana arahmu ingin aku memandang,"['dunia', 'dimana', 'arahmu', 'ingin', 'aku', 'memandang']","['dunia', 'dimana', 'arahmu', 'memandang']","['dunia', 'mana', 'arah', 'pandang']",dunia mana arah pandang
happy,Damai gelora berbaur satu serta gelut bahagia semuanya,Damai gelora berbaur satu serta gelut bahagia semuanya,damai gelora berbaur satu serta gelut bahagia semuanya,damai gelora berbaur satu serta gelut bahagia semuanya,"['damai', 'gelora', 'berbaur', 'satu', 'serta', 'gelut', 'bahagia', 'semuanya']","['damai', 'gelora', 'berbaur', 'gelut', 'bahagia']","['damai', 'gelora', 'baur', 'gelut', 'bahagia']",damai gelora baur gelut bahagia
fear,Kadangkala aku berjalan berpikir lepas tiada menentu,Kadangkala aku berjalan berpikir lepas tiada menentu,kadangkala aku berjalan berpikir lepas tiada menentu,kadangkala aku berjalan berpikir lepas tiada menentu,"['kadangkala', 'aku', 'berjalan', 'berpikir', 'lepas', 'tiada', 'menentu']","['kadangkala', 'berjalan', 'berpikir', 'lepas', 'tiada', 'menentu']","['kadangkala', 'jalan', 'pikir', 'lepas', 'tiada', 'tentu']",kadangkala jalan pikir lepas tiada tentu
happy,Tak kuharap kesuramanmu cuma kuharap ceriamu,Tak kuharap kesuramanmu cuma kuharap ceriamu,tak kuharap kesuramanmu cuma kuharap ceriamu,tidak kuharap kesuramanmu cuma kuharap ceriamu,"['tidak', 'kuharap', 'kesuramanmu', 'cuma', 'kuharap', 'ceriamu']","['kuharap', 'kesuramanmu', 'kuharap', 'ceriamu']","['harap', 'suram', 'harap', 'ceria']",harap suram harap ceria
happy,Entah di sana atau di sini bahagia semua di dunia ini,Entah di sana atau di sini bahagia semua di dunia ini,entah di sana atau di sini bahagia semua di dunia ini,entah di sana atau di sini bahagia semua di dunia ini,"['entah', 'di', 'sana', 'atau', 'di', 'sini', 'bahagia', 'semua', 'di', 'dunia', 'ini']","['bahagia', 'dunia']","['bahagia', 'dunia']",bahagia dunia
happy,Lingkaran ayu rembulan tampak tersenyum,Lingkaran ayu rembulan tampak tersenyum,lingkaran ayu rembulan tampak tersenyum,lingkaran ayu rembulan tampak tersenyum,"['lingkaran', 'ayu', 'rembulan', 'tampak', 'tersenyum']","['lingkaran', 'ayu', 'rembulan', 'tersenyum']","['lingkar', 'ayu', 'rembulan', 'senyum']",lingkar ayu rembulan senyum
happy,Di saat tiup bayu semakin dalam Sengaja kutelah hadir di malam ini membawa nun janji dan basa-basi,Di saat tiup bayu semakin dalam Sengaja kutelah hadir di malam ini membawa nun janji dan basa basi,di saat tiup bayu semakin dalam sengaja kutelah hadir di malam ini membawa nun janji dan basa basi,di saat tiup bayu semakin dalam sengaja kutelah hadir di malam ini membawa nun janji dan basa basi,"['di', 'saat', 'tiup', 'bayu', 'semakin', 'dalam', 'sengaja', 'kutelah', 'hadir', 'di', 'malam', 'ini', 'membawa', 'nun', 'janji', 'dan', 'basa', 'basi']","['tiup', 'bayu', 'sengaja', 'kutelah', 'hadir', 'malam', 'membawa', 'nun', 'janji', 'basa', 'basi']","['tiup', 'bayu', 'sengaja', 'telah', 'hadir', 'malam', 'bawa', 'nun', 'janji', 'basa', 'basi']",tiup bayu sengaja telah hadir malam bawa nun janji basa basi
happy,Kau sambut dalam dekapan penuh kehangatan,Kau sambut dalam dekapan penuh kehangatan,kau sambut dalam dekapan penuh kehangatan,kamu sambut dalam dekapan penuh kehangatan,"['kamu', 'sambut', 'dalam', 'dekapan', 'penuh', 'kehangatan']","['sambut', 'dekapan', 'penuh', 'kehangatan']","['sambut', 'dekap', 'penuh', 'hangat']",sambut dekap penuh hangat
happy,Sirnalah mimpi kini secerah asa yang kunanti ,Sirnalah mimpi kini secerah asa yang kunanti ,sirnalah mimpi kini secerah asa yang kunanti ,sirnalah mimpi kini secerah asa yang kunanti,"['sirnalah', 'mimpi', 'kini', 'secerah', 'asa', 'yang', 'kunanti']","['sirnalah', 'mimpi', 'secerah', 'asa', 'kunanti']","['sirna', 'mimpi', 'cerah', 'asa', 'nanti']",sirna mimpi cerah asa nanti
happy,Misteri yang kau taburkan selama ini ternyata hanya penutup pribadi,Misteri yang kau taburkan selama ini ternyata hanya penutup pribadi,misteri yang kau taburkan selama ini ternyata hanya penutup pribadi,misteri yang kamu taburkan selama ini ternyata hanya penutup pribadi,"['misteri', 'yang', 'kamu', 'taburkan', 'selama', 'ini', 'ternyata', 'hanya', 'penutup', 'pribadi']","['misteri', 'taburkan', 'penutup', 'pribadi']","['misteri', 'tabur', 'tutup', 'pribadi']",misteri tabur tutup pribadi
happy,Penuh rahasia di hati tiada ungkap diri anggun nan tiada henti telah membawa simpati,Penuh rahasia di hati tiada ungkap diri anggun nan tiada henti telah membawa simpati,penuh rahasia di hati tiada ungkap diri anggun nan tiada henti telah membawa simpati,penuh rahasia di hati tiada ungkap diri anggun nan tiada henti telah membawa simpati,"['penuh', 'rahasia', 'di', 'hati', 'tiada', 'ungkap', 'diri', 'anggun', 'nan', 'tiada', 'henti', 'telah', 'membawa', 'simpati']","['penuh', 'rahasia', 'hati', 'tiada', 'anggun', 'nan', 'tiada', 'henti', 'membawa', 'simpati']","['penuh', 'rahasia', 'hati', 'tiada', 'anggun', 'nan', 'tiada', 'henti', 'bawa', 'simpati']",penuh rahasia hati tiada anggun nan tiada henti bawa simpati
happy,Sejuta kasih sejuta selimut diri,Sejuta kasih sejuta selimut diri,sejuta kasih sejuta selimut diri,sejuta kasih sejuta selimut diri,"['sejuta', 'kasih', 'sejuta', 'selimut', 'diri']","['sejuta', 'kasih', 'sejuta', 'selimut']","['juta', 'kasih', 'juta', 'selimut']",juta kasih juta selimut
happy,Di singgasana asmara abadi Kini tiada kan tertunda hari-hari ceria yang kunanti juwita hati,Di singgasana asmara abadi Kini tiada kan tertunda hari hari ceria yang kunanti juwita hati,di singgasana asmara abadi kini tiada kan tertunda hari hari ceria yang kunanti juwita hati,di singgasana asmara abadi kini tiada akan tertunda hari hari ceria yang kunanti juwita hati,"['di', 'singgasana', 'asmara', 'abadi', 'kini', 'tiada', 'akan', 'tertunda', 'hari', 'hari', 'ceria', 'yang', 'kunanti', 'juwita', 'hati']","['singgasana', 'asmara', 'abadi', 'tiada', 'tertunda', 'ceria', 'kunanti', 'juwita', 'hati']","['singgasana', 'asmara', 'abadi', 'tiada', 'tunda', 'ceria', 'nanti', 'juwita', 'hati']",singgasana asmara abadi tiada tunda ceria nanti juwita hati
fear,Dan tiada mungkin akan terjadi kembali resah gelisah menggoda diri,Dan tiada mungkin akan terjadi kembali resah gelisah menggoda diri,dan tiada mungkin akan terjadi kembali resah gelisah menggoda diri,dan tiada mungkin akan terjadi kembali resah gelisah menggoda diri,"['dan', 'tiada', 'mungkin', 'akan', 'terjadi', 'kembali', 'resah', 'gelisah', 'menggoda', 'diri']","['tiada', 'resah', 'gelisah', 'menggoda']","['tiada', 'resah', 'gelisah', 'goda']",tiada resah gelisah goda
happy,Kau berikan nur cahaya penerang kalbu penyejuk jiwa,Kau berikan nur cahaya penerang kalbu penyejuk jiwa,kau berikan nur cahaya penerang kalbu penyejuk jiwa,kamu berikan nur cahaya penerang kalbu penyejuk jiwa,"['kamu', 'berikan', 'nur', 'cahaya', 'penerang', 'kalbu', 'penyejuk', 'jiwa']","['nur', 'cahaya', 'penerang', 'kalbu', 'penyejuk', 'jiwa']","['nur', 'cahaya', 'terang', 'kalbu', 'sejuk', 'jiwa']",nur cahaya terang kalbu sejuk jiwa
fear,Ketika kicau burung tiada lagi ada terdengar di sela heningmu malam,Ketika kicau burung tiada lagi ada terdengar di sela heningmu malam,ketika kicau burung tiada lagi ada terdengar di sela heningmu malam,ketika kicau burung tiada lagi ada terdengar di sela heningmu malam,"['ketika', 'kicau', 'burung', 'tiada', 'lagi', 'ada', 'terdengar', 'di', 'sela', 'heningmu', 'malam']","['kicau', 'burung', 'tiada', 'terdengar', 'heningmu', 'malam']","['kicau', 'burung', 'tiada', 'dengar', 'hening', 'malam']",kicau burung tiada dengar hening malam
happy,Kau buka tabir hidupmu sesederhanamu,Kau buka tabir hidupmu sesederhanamu,kau buka tabir hidupmu sesederhanamu,kamu buka tabir hidupmu sesederhanamu,"['kamu', 'buka', 'tabir', 'hidupmu', 'sesederhanamu']","['buka', 'tabir', 'hidupmu', 'sesederhanamu']","['buka', 'tabir', 'hidup', 'sederhana']",buka tabir hidup sederhana
fear,Dan penuh liku haru kusimpan dalam kalbu,Dan penuh liku haru kusimpan dalam kalbu,dan penuh liku haru kusimpan dalam kalbu,dan penuh liku haru kusimpan dalam kalbu,"['dan', 'penuh', 'liku', 'haru', 'kusimpan', 'dalam', 'kalbu']","['penuh', 'liku', 'haru', 'kusimpan', 'kalbu']","['penuh', 'liku', 'haru', 'simpan', 'kalbu']",penuh liku haru simpan kalbu
happy,Semasa nun nestapa hadir mewarnai cita,Semasa nun nestapa hadir mewarnai cita,semasa nun nestapa hadir mewarnai cita,semasa nun nestapa hadir mewarnai cita,"['semasa', 'nun', 'nestapa', 'hadir', 'mewarnai', 'cita']","['nun', 'nestapa', 'hadir', 'mewarnai', 'cita']","['nun', 'nestapa', 'hadir', 'warna', 'cita']",nun nestapa hadir warna cita
happy,Kututup cerita yang lama untuk mulai yang baru,Kututup cerita yang lama untuk mulai yang baru,kututup cerita yang lama untuk mulai yang baru,kututup cerita yang lama untuk mulai yang baru,"['kututup', 'cerita', 'yang', 'lama', 'untuk', 'mulai', 'yang', 'baru']","['kututup', 'cerita']","['tutup', 'cerita']",tutup cerita
sadness,Kurela semua pergi biarkan diriku di sini sendiri,Kurela semua pergi biarkan diriku di sini sendiri,kurela semua pergi biarkan diriku di sini sendiri,kurela semua pergi biarkan diriku di sini sendiri,"['kurela', 'semua', 'pergi', 'biarkan', 'diriku', 'di', 'sini', 'sendiri']","['kurela', 'pergi', 'biarkan', 'diriku']","['rela', 'pergi', 'biar', 'diri']",rela pergi biar diri
love,Hanya kau kasihku satu bersamaku,Hanya kau kasihku satu bersamaku,hanya kau kasihku satu bersamaku,hanya kamu kasihku satu bersamaku,"['hanya', 'kamu', 'kasihku', 'satu', 'bersamaku']","['kasihku', 'bersamaku']","['kasih', 'sama']",kasih sama
sadness,Kau hibur hati resah ini dari prahara,Kau hibur hati resah ini dari prahara,kau hibur hati resah ini dari prahara,kamu hibur hati resah ini dari prahara,"['kamu', 'hibur', 'hati', 'resah', 'ini', 'dari', 'prahara']","['hibur', 'hati', 'resah', 'prahara']","['hibur', 'hati', 'resah', 'prahara']",hibur hati resah prahara
happy,Kau beri suka cita kau tiada pernah mengingkari janji,Kau beri suka cita kau tiada pernah mengingkari janji,kau beri suka cita kau tiada pernah mengingkari janji,kamu beri suka cita kamu tiada pernah mengingkari janji,"['kamu', 'beri', 'suka', 'cita', 'kamu', 'tiada', 'pernah', 'mengingkari', 'janji']","['suka', 'cita', 'tiada', 'mengingkari', 'janji']","['suka', 'cita', 'tiada', 'ingkar', 'janji']",suka cita tiada ingkar janji
love,Kau tabur kedamaian cinta dan harapan,Kau tabur kedamaian cinta dan harapan,kau tabur kedamaian cinta dan harapan,kamu tabur kedamaian cinta dan harapan,"['kamu', 'tabur', 'kedamaian', 'cinta', 'dan', 'harapan']","['tabur', 'kedamaian', 'cinta', 'harapan']","['tabur', 'damai', 'cinta', 'harap']",tabur damai cinta harap
happy,Kau penuhi jiwaku kau perdulikan aku,Kau penuhi jiwaku kau perdulikan aku,kau penuhi jiwaku kau perdulikan aku,kamu penuhi jiwaku kamu perdulikan aku,"['kamu', 'penuhi', 'jiwaku', 'kamu', 'perdulikan', 'aku']","['penuhi', 'jiwaku', 'perdulikan']","['penuh', 'jiwa', 'duli']",penuh jiwa duli
happy,Ooh semuanya t'lah berubah nyata hidup ini,Ooh semuanya t lah berubah nyata hidup ini,ooh semuanya t lah berubah nyata hidup ini,ooh semuanya t lah berubah nyata hidup ini,"['ooh', 'semuanya', 't', 'lah', 'berubah', 'nyata', 'hidup', 'ini']","['ooh', 't', 'berubah', 'nyata', 'hidup']","['ooh', 't', 'ubah', 'nyata', 'hidup']",ooh t ubah nyata hidup
love,Tiada lagi gelisah kasih hanyalah kepadamu cita dan cintaku,Tiada lagi gelisah kasih hanyalah kepadamu cita dan cintaku,tiada lagi gelisah kasih hanyalah kepadamu cita dan cintaku,tiada lagi gelisah kasih hanyalah kepadamu cita dan cintaku,"['tiada', 'lagi', 'gelisah', 'kasih', 'hanyalah', 'kepadamu', 'cita', 'dan', 'cintaku']","['tiada', 'gelisah', 'kasih', 'kepadamu', 'cita', 'cintaku']","['tiada', 'gelisah', 'kasih', 'kepada', 'cita', 'cinta']",tiada gelisah kasih kepada cita cinta
love,Semoga kekal abadi kau dambaan hatiku kasih,Semoga kekal abadi kau dambaan hatiku kasih,semoga kekal abadi kau dambaan hatiku kasih,semoga kekal abadi kamu dambaan hatiku kasih,"['semoga', 'kekal', 'abadi', 'kamu', 'dambaan', 'hatiku', 'kasih']","['semoga', 'kekal', 'abadi', 'dambaan', 'hatiku', 'kasih']","['moga', 'kekal', 'abadi', 'damba', 'hati', 'kasih']",moga kekal abadi damba hati kasih
love,Semoga kekal abadi kucinta padamu,Semoga kekal abadi kucinta padamu,semoga kekal abadi kucinta padamu,semoga kekal abadi kucinta padamu,"['semoga', 'kekal', 'abadi', 'kucinta', 'padamu']","['semoga', 'kekal', 'abadi', 'kucinta', 'padamu']","['moga', 'kekal', 'abadi', 'cinta', 'pada']",moga kekal abadi cinta pada
happy,Bintang di langit gelisah menanti hari kan pagi,Bintang di langit gelisah menanti hari kan pagi,bintang di langit gelisah menanti hari kan pagi,bintang di langit gelisah menanti hari akan pagi,"['bintang', 'di', 'langit', 'gelisah', 'menanti', 'hari', 'akan', 'pagi']","['bintang', 'langit', 'gelisah', 'pagi']","['bintang', 'langit', 'gelisah', 'pagi']",bintang langit gelisah pagi
love,Begitu pula rasa di hatiku gelisah menanti cintamu,Begitu pula rasa di hatiku gelisah menanti cintamu,begitu pula rasa di hatiku gelisah menanti cintamu,begitu pula rasa di hatiku gelisah menanti cintamu,"['begitu', 'pula', 'rasa', 'di', 'hatiku', 'gelisah', 'menanti', 'cintamu']","['hatiku', 'gelisah', 'cintamu']","['hati', 'gelisah', 'cinta']",hati gelisah cinta
happy,Oh kasih kau taburkan semua misteri di diri yang terlanjur hati t'lah terbuai mimpi,Oh kasih kau taburkan semua misteri di diri yang terlanjur hati t lah terbuai mimpi,oh kasih kau taburkan semua misteri di diri yang terlanjur hati t lah terbuai mimpi,oh kasih kamu taburkan semua misteri di diri yang terlanjur hati t lah terbuai mimpi,"['oh', 'kasih', 'kamu', 'taburkan', 'semua', 'misteri', 'di', 'diri', 'yang', 'terlanjur', 'hati', 't', 'lah', 'terbuai', 'mimpi']","['oh', 'kasih', 'taburkan', 'misteri', 'terlanjur', 'hati', 't', 'terbuai', 'mimpi']","['oh', 'kasih', 'tabur', 'misteri', 'lanjur', 'hati', 't', 'buai', 'mimpi']",oh kasih tabur misteri lanjur hati t buai mimpi
love,Oh kasih kunanti kaya cinta hatimu,Oh kasih kunanti kaya cinta hatimu,oh kasih kunanti kaya cinta hatimu,oh kasih kunanti kaya cinta hatimu,"['oh', 'kasih', 'kunanti', 'kaya', 'cinta', 'hatimu']","['oh', 'kasih', 'kunanti', 'kaya', 'cinta', 'hatimu']","['oh', 'kasih', 'nanti', 'kaya', 'cinta', 'hati']",oh kasih nanti kaya cinta hati
fear,Walaupun kau selalu membisu kau bisu kau selalu bisu,Walaupun kau selalu membisu kau bisu kau selalu bisu,walaupun kau selalu membisu kau bisu kau selalu bisu,walaupun kamu selalu membisu kamu bisu kamu selalu bisu,"['walaupun', 'kamu', 'selalu', 'membisu', 'kamu', 'bisu', 'kamu', 'selalu', 'bisu']","['membisu', 'bisu', 'bisu']","['bisu', 'bisu', 'bisu']",bisu bisu bisu
fear,Merenungku dalam sunyi hanyut dalam suasana resah,Merenungku dalam sunyi hanyut dalam suasana resah,merenungku dalam sunyi hanyut dalam suasana resah,merenungku dalam sunyi hanyut dalam suasana resah,"['merenungku', 'dalam', 'sunyi', 'hanyut', 'dalam', 'suasana', 'resah']","['merenungku', 'sunyi', 'hanyut', 'suasana', 'resah']","['renung', 'sunyi', 'hanyut', 'suasana', 'resah']",renung sunyi hanyut suasana resah
love,Rajutan hati mengayun tanya cipta hasrat mengubah hati,Rajutan hati mengayun tanya cipta hasrat mengubah hati,rajutan hati mengayun tanya cipta hasrat mengubah hati,rajutan hati mengayun tanya cipta hasrat mengubah hati,"['rajutan', 'hati', 'mengayun', 'tanya', 'cipta', 'hasrat', 'mengubah', 'hati']","['rajutan', 'hati', 'mengayun', 'cipta', 'hasrat', 'mengubah', 'hati']","['rajut', 'hati', 'ayun', 'cipta', 'hasrat', 'ubah', 'hati']",rajut hati ayun cipta hasrat ubah hati
happy,Kuatur langkah kemuka buka tabir yang tersingkap,Kuatur langkah kemuka buka tabir yang tersingkap,kuatur langkah kemuka buka tabir yang tersingkap,kuatur langkah kemuka buka tabir yang tersingkap,"['kuatur', 'langkah', 'kemuka', 'buka', 'tabir', 'yang', 'tersingkap']","['kuatur', 'langkah', 'kemuka', 'buka', 'tabir', 'tersingkap']","['atur', 'langkah', 'muka', 'buka', 'tabir', 'singkap']",atur langkah muka buka tabir singkap
happy,Kau nyata ada dalam dunia siap tuk menuju harap dalam cita-cita,Kau nyata ada dalam dunia siap tuk menuju harap dalam cita cita,kau nyata ada dalam dunia siap tuk menuju harap dalam cita cita,kamu nyata ada dalam dunia siap untuk menuju harap dalam cita cita,"['kamu', 'nyata', 'ada', 'dalam', 'dunia', 'siap', 'untuk', 'menuju', 'harap', 'dalam', 'cita', 'cita']","['nyata', 'dunia', 'harap', 'cita', 'cita']","['nyata', 'dunia', 'harap', 'cita', 'cita']",nyata dunia harap cita cita
happy,Gapailah diriku oh kawan dan usiklah mimpi,Gapailah diriku oh kawan dan usiklah mimpi,gapailah diriku oh kawan dan usiklah mimpi,gapailah diriku oh kawan dan usiklah mimpi,"['gapailah', 'diriku', 'oh', 'kawan', 'dan', 'usiklah', 'mimpi']","['gapailah', 'diriku', 'oh', 'kawan', 'usiklah', 'mimpi']","['gapai', 'diri', 'oh', 'kawan', 'usik', 'mimpi']",gapai diri oh kawan usik mimpi
happy,Biarlah nyata yang ada pada diri kita,Biarlah nyata yang ada pada diri kita,biarlah nyata yang ada pada diri kita,biarlah nyata yang ada pada diri kita,"['biarlah', 'nyata', 'yang', 'ada', 'pada', 'diri', 'kita']","['biarlah', 'nyata']","['biar', 'nyata']",biar nyata
happy,Bersatu dalam jiwa dalam citra meneguk isi bumi,Bersatu dalam jiwa dalam citra meneguk isi bumi,bersatu dalam jiwa dalam citra meneguk isi bumi,bersatu dalam jiwa dalam citra meneguk isi bumi,"['bersatu', 'dalam', 'jiwa', 'dalam', 'citra', 'meneguk', 'isi', 'bumi']","['bersatu', 'jiwa', 'citra', 'meneguk', 'isi', 'bumi']","['satu', 'jiwa', 'citra', 'teguk', 'isi', 'bumi']",satu jiwa citra teguk isi bumi
happy,Segala puji syukur pada Yang Maha Kuasa diciptakan diriku dan dirimu kawan,Segala puji syukur pada Yang Maha Kuasa diciptakan diriku dan dirimu kawan,segala puji syukur pada yang maha kuasa diciptakan diriku dan dirimu kawan,segala puji syukur pada yang maha kuasa diciptakan diriku dan dirimu kawan,"['segala', 'puji', 'syukur', 'pada', 'yang', 'maha', 'kuasa', 'diciptakan', 'diriku', 'dan', 'dirimu', 'kawan']","['puji', 'syukur', 'maha', 'kuasa', 'diciptakan', 'diriku', 'dirimu', 'kawan']","['puji', 'syukur', 'maha', 'kuasa', 'cipta', 'diri', 'diri', 'kawan']",puji syukur maha kuasa cipta diri diri kawan
happy,Kini sinar kasih tulus dan murni abadi dalam kau dan aku,Kini sinar kasih tulus dan murni abadi dalam kau dan aku,kini sinar kasih tulus dan murni abadi dalam kau dan aku,kini sinar kasih tulus dan murni abadi dalam kamu dan aku,"['kini', 'sinar', 'kasih', 'tulus', 'dan', 'murni', 'abadi', 'dalam', 'kamu', 'dan', 'aku']","['sinar', 'kasih', 'tulus', 'murni', 'abadi']","['sinar', 'kasih', 'tulus', 'murni', 'abadi']",sinar kasih tulus murni abadi
sadness,Kusadari sepinya hati ini kasih tanpa ada dirimu menemani kebahagiaan waktu kita berdua,Kusadari sepinya hati ini kasih tanpa ada dirimu menemani kebahagiaan waktu kita berdua,kusadari sepinya hati ini kasih tanpa ada dirimu menemani kebahagiaan waktu kita berdua,kusadari sepinya hati ini kasih tanpa ada dirimu menemani kebahagiaan waktu kita berdua,"['kusadari', 'sepinya', 'hati', 'ini', 'kasih', 'tanpa', 'ada', 'dirimu', 'menemani', 'kebahagiaan', 'waktu', 'kita', 'berdua']","['kusadari', 'sepinya', 'hati', 'kasih', 'dirimu', 'menemani', 'kebahagiaan', 'berdua']","['sadar', 'sepi', 'hati', 'kasih', 'diri', 'tani', 'bahagia', 'dua']",sadar sepi hati kasih diri tani bahagia dua
